timeAtServer,longitude
358.653000116348,6.74598693847656
367.542000055313,6.7376708984375
370.44000005722,6.73506453230574
370.998000144959,6.73446655273438
371.580000162125,6.73372835726351
372.996999979019,6.73248291015625
373.509999990463,6.73210144042969
374.057000160217,6.73157563080659
374.503000020981,6.73098177523226
374.936000108719,6.73061061549831
376.331000089645,6.72935485839844
379.186000108719,6.72637939453125
380.18700003624,6.72538757324219
380.628000020981,6.72500610351563
381.101000070572,6.72454833984375
383.069000005722,6.72256469726563
383.498000144959,6.72210693359375
383.940000057221,6.72172546386719
384.368000030518,6.72110892630912
385.822000026703,6.71966552734375
386.381000041962,6.71903043179899
387.825000047684,6.717529296875
388.328000068665,6.71714782714844
388.732000112534,6.71669006347656
389.174000024796,6.71606115392737
389.743000030518,6.71568999419341
390.65499997139,6.71463012695313
391.490000009537,6.71394348144531
392.581000089645,6.71249389648438
393.137000083923,6.7118299329603
393.614000082016,6.71138454127956
394.171000003815,6.71073913574219
395.124000072479,6.70989990234375
396.492000102997,6.70841526340794
397.041000127792,6.707763671875
398.121000051498,6.70663369668497
399.568000078201,6.70492636190878
400.481000185013,6.7040355785473
401.552000045776,6.70310974121094
402.646000146866,6.70158386230469
402.646000146866,6.70158386230469
403.22200012207,6.7009178367821
404.888000011444,6.69935896589949
405.825000047684,6.69807434082031
406.374000072479,6.69757739917652
406.788000106812,6.69713200749578
407.34500002861,6.69624328613281
407.90499997139,6.69586181640625
409.069000005722,6.69464111328125
409.572999954224,6.69394003378378
410.899000167847,6.69238116290118
411.333000183106,6.69208423511402
411.735000133514,6.69163884343328
412.128000020981,6.69090270996094
412.641000032425,6.69044494628906
413.12700009346,6.68998718261719
413.549000024796,6.68926342113598
414.067000150681,6.68874379750845
414.572999954224,6.68800354003906
415.055000066757,6.68754577636719
415.460000038147,6.68708801269531
415.996999979019,6.68629414326436
416.53400015831,6.68584875158362
417.445000171661,6.6845703125
417.925000190735,6.68411254882813
418.40900015831,6.68347332928632
418.835000038147,6.68295370565878
419.279000043869,6.68228561813767
419.833000183106,6.6815185546875
420.394999980927,6.68094944309544
420.819000005722,6.68042981946791
421.400000095367,6.67945861816406
422.402000188828,6.67835132495777
422.402000188828,6.67835132495777
422.857000112534,6.67783170133024
422.857000112534,6.67783170133024
423.31200003624,6.67716361380912
423.716000080109,6.6765697582348
424.662000179291,6.6754150390625
425.206000089645,6.67463972761824
426.355000019074,6.67312622070313
426.897000074387,6.67233853726774
427.452000141144,6.67167663574219
427.881999969482,6.671142578125
428.394999980927,6.67033427470439
428.902000188828,6.66981465107686
429.358999967575,6.66900634765625
429.8140001297,6.66839599609375
430.917000055313,6.66706806904561
431.34500002861,6.66618347167969
431.749000072479,6.6656494140625
431.749000072479,6.6656494140625
432.289000034332,6.66511535644531
432.289000034332,6.66511535644531
433.31500005722,6.66372763144003
434.351999998093,6.66216876055743
435.425000190735,6.66061401367188
436.384999990463,6.6592737146326
436.81299996376,6.65875409100507
437.294000148773,6.65801177153716
438.328000068665,6.65687561035156
438.855000019074,6.65608174092061
439.338999986649,6.65534973144531
440.383000135422,6.65385478251689
441.249000072479,6.65288976720862
442.246999979019,6.65168762207031
443.277000188828,6.65058857685811
444.333000183106,6.64939880371094
445.801000118256,6.64749145507813
447.320000171661,6.64606042810389
448.795000076294,6.64450155722128
449.309000015259,6.64405616554054
451.268000125885,6.64234883076436
452.190999984741,6.64138793945313
452.624000072479,6.64108276367188
452.624000072479,6.64108276367188
453.080000162125,6.64070129394531
453.080000162125,6.64070129394531
453.641000032425,6.6404930320946
454.069000005722,6.64019610430743
454.595999956131,6.63970947265625
454.595999956131,6.63970947265625
455.131000041962,6.639404296875
455.601000070572,6.63893416121199
457.014000177384,6.63818359375
458.098000049591,6.63774645006335
461.021000146866,6.63665771484375
461.515000104904,6.63650512695313
461.955000162125,6.63633604307433
462.508000135422,6.63633604307433
463.092000007629,6.63619995117188
463.495000123978,6.63604736328125
464.050000190735,6.63603911528716
464.505000114441,6.63603911528716
464.505000114441,6.63603911528716
464.959000110626,6.63604736328125
465.538000106812,6.63612365722656
465.538000106812,6.63612365722656
466.019000053406,6.63611334723395
466.569000005722,6.63619995117188
467.028000116348,6.63619995117188
467.565000057221,6.63611334723395
468.047000169754,6.63611334723395
468.570000171661,6.63641027502112
469.022000074387,6.63642883300781
469.443000078201,6.6363525390625
469.884000062943,6.6363525390625
470.31200003624,6.63642883300781
470.845999956131,6.63648450696791
471.402000188828,6.63673400878906
471.983999967575,6.63678143475507
472.539000034332,6.63670720280828
473.121999979019,6.63673400878906
473.552999973297,6.63685566670186
474.126000165939,6.63685566670186
475.140000104904,6.63722682643581
475.542999982834,6.63726806640625
476.055000066757,6.63737529032939
477.019000053406,6.63734436035156
477.449000120163,6.63742065429688
478.005000114441,6.63752375422297
479.65700006485,6.63774645006335
480.092000007629,6.63782068201014
480.495000123978,6.63789491395693
481.077000141144,6.63803100585938
481.578999996185,6.6381176097973
481.967000007629,6.63819184174409
481.967000007629,6.63819184174409
482.387000083923,6.63826607369088
482.949000120163,6.63833618164063
483.968000173569,6.63856300147804
484.906000137329,6.63871146537162
484.906000137329,6.63871146537162
485.388000011444,6.63887023925781
485.388000011444,6.63887023925781
485.925000190735,6.63894653320313
486.410000085831,6.6388599292652
486.887000083923,6.63893416121199
487.295000076294,6.63915685705237
487.295000076294,6.63915685705237
487.825000047684,6.63932800292969
488.353000164032,6.63945378483953
488.758000135422,6.63952801678632
489.25400018692,6.63960224873311
489.810000181198,6.63970947265625
490.365000009537,6.63982494457348
490.897000074387,6.63989917652027
491.479000091553,6.6400146484375
492.03200006485,6.64019610430743
492.460999965668,6.64012187236064
492.940999984741,6.64019610430743
493.491000175476,6.64047241210938
493.983000040054,6.64064149598818
494.412000179291,6.64064149598818
494.84400010109,6.64071572793497
495.337000131607,6.64086419182855
495.337000131607,6.64086419182855
495.87900018692,6.64108276367188
495.87900018692,6.64108276367188
496.463000059128,6.64130958350929
496.917000055313,6.64145804740287
497.351000070572,6.64169311523438
497.831000089645,6.641845703125
498.361999988556,6.6420519029772
498.789999961853,6.64220036687078
498.789999961853,6.64220036687078
499.248000144959,6.64249729465794
499.248000144959,6.64249729465794
499.717000007629,6.64264575855152
