timeAtServer,latitude,longitude,geoAltitude
358.653000116348,51.2770106428761,6.74598693847656,312.42
367.542000055313,51.2736123295154,6.7376708984375,441.96
370.44000005722,51.2723693847656,6.73506453230574,464.82
370.998000144959,51.2721226579052,6.73446655273438,472.44
371.580000162125,51.2716827392578,6.73372835726351,487.68
372.996999979019,51.2712847176245,6.73248291015625,487.68
373.509999990463,51.2709122997219,6.73210144042969,495.3
374.057000160217,51.2706756591797,6.73157563080659,495.3
374.503000020981,51.2706756591797,6.73098177523226,502.92
374.936000108719,51.2704925537109,6.73061061549831,502.92
376.331000089645,51.2698881504899,6.72935485839844,518.16
379.186000108719,51.2683868408203,6.72637939453125,541.02
380.18700003624,51.2681191654529,6.72538757324219,548.64
380.628000020981,51.2679329565016,6.72500610351563,556.26
381.101000070572,51.2677467475503,6.72454833984375,556.26
383.069000005722,51.2666760460805,6.72256469726563,571.5
383.498000144959,51.2666760460805,6.72210693359375,571.5
383.940000057221,51.2664898371292,6.72172546386719,579.12
384.368000030518,51.2661895751953,6.72110892630912,579.12
385.822000026703,51.2653725834216,6.71966552734375,586.74
386.381000041962,51.2652282714844,6.71903043179899,601.98
387.825000047684,51.2645811953787,6.717529296875,601.98
388.328000068665,51.2643484341896,6.71714782714844,609.6
388.732000112534,51.2641622252384,6.71669006347656,609.6
389.174000024796,51.2639007568359,6.71606115392737,624.84
389.743000030518,51.263671875,6.71568999419341,617.22
390.65499997139,51.2631846282442,6.71463012695313,624.84
391.490000009537,51.2626260013904,6.71394348144531,640.08
392.581000089645,51.26220703125,6.71249389648438,640.08
393.137000083923,51.2618865966797,6.7118299329603,655.32
393.614000082016,51.2617034912109,6.71138454127956,647.7
394.171000003815,51.2614156432071,6.71073913574219,655.32
395.124000072479,51.2609966730667,6.70989990234375,662.94
396.492000102997,51.2602844238281,6.70841526340794,670.56
397.041000127792,51.2599725238347,6.707763671875,678.18
398.121000051498,51.2594604492188,6.70663369668497,685.8
399.568000078201,51.2586364746094,6.70492636190878,693.42
400.481000185013,51.2582244873047,6.7040355785473,716.28
401.552000045776,51.2576914641817,6.70310974121094,723.9
402.646000146866,51.2570397328522,6.70158386230469,731.52
402.646000146866,51.2570397328522,6.70158386230469,739.14
403.22200012207,51.2567596435547,6.7009178367821,731.52
404.888000011444,51.2558898925781,6.69935896589949,746.76
405.825000047684,51.2555500612421,6.69807434082031,754.38
406.374000072479,51.2550201416016,6.69757739917652,769.62
406.788000106812,51.2548370361328,6.69713200749578,769.62
407.34500002861,51.2544793597722,6.69624328613281,777.24
407.90499997139,51.254293150821,6.69586181640625,777.24
409.069000005722,51.2536414194915,6.69464111328125,784.86
409.572999954224,51.2532806396484,6.69394003378378,792.48
410.899000167847,51.2526397705078,6.69238116290118,792.48
411.333000183106,51.2524108886719,6.69208423511402,800.1
411.735000133514,51.2521820068359,6.69163884343328,807.72
412.128000020981,51.2520120911679,6.69090270996094,807.72
412.641000032425,51.2518258822166,6.69044494628906,807.72
413.12700009346,51.2515931210275,6.68998718261719,807.72
413.549000024796,51.2510833740234,6.68926342113598,807.72
414.067000150681,51.2508544921875,6.68874379750845,807.72
414.572999954224,51.2505224195577,6.68800354003906,822.96
415.055000066757,51.2502896583687,6.68754577636719,815.34
415.460000038147,51.2502431061308,6.68708801269531,822.96
415.996999979019,51.2498931884766,6.68629414326436,815.34
416.53400015831,51.2494812011719,6.68584875158362,822.96
417.445000171661,51.2488930912341,6.6845703125,822.96
417.925000190735,51.248660330045,6.68411254882813,822.96
418.40900015831,51.2484741210938,6.68347332928632,822.96
418.835000038147,51.2482452392578,6.68295370565878,830.58
419.279000043869,51.2478332519531,6.68228561813767,830.58
419.833000183106,51.2474965240996,6.6815185546875,830.58
420.394999980927,51.2472839355469,6.68094944309544,838.2
420.819000005722,51.2470550537109,6.68042981946791,838.2
421.400000095367,51.2465189271054,6.67945861816406,845.82
422.402000188828,51.24609375,6.67835132495777,853.44
422.402000188828,51.24609375,6.67835132495777,845.82
422.857000112534,51.2458648681641,6.67783170133024,845.82
422.857000112534,51.2458648681641,6.67783170133024,853.44
423.31200003624,51.2454528808594,6.67716361380912,853.44
423.716000080109,51.2452239990234,6.6765697582348,861.06
424.662000179291,51.2447499420683,6.6754150390625,861.06
425.206000089645,51.2442169189453,6.67463972761824,868.68
426.355000019074,51.2437723450742,6.67312622070313,876.3
426.897000074387,51.2433929443359,6.67233853726774,876.3
427.452000141144,51.2428413003178,6.67167663574219,883.92
427.881999969482,51.2426085391287,6.671142578125,883.92
428.394999980927,51.2423858642578,6.67033427470439,891.54
428.902000188828,51.2421569824219,6.66981465107686,891.54
429.358999967575,51.241770598848,6.66900634765625,899.16
429.8140001297,51.2414912854211,6.66839599609375,891.54
430.917000055313,51.2408752441406,6.66706806904561,899.16
431.34500002861,51.2403274794756,6.66618347167969,914.4
431.749000072479,51.2400481660487,6.6656494140625,906.78
431.749000072479,51.2400481660487,6.6656494140625,914.4
432.289000034332,51.2399550615731,6.66511535644531,922.02
432.289000034332,51.2399550615731,6.66511535644531,914.4
433.31500005722,51.2393188476563,6.66372763144003,929.64
434.351999998093,51.2384948730469,6.66216876055743,937.26
435.425000190735,51.2378136586335,6.66061401367188,944.88
436.384999990463,51.2371215820313,6.6592737146326,952.5
436.81299996376,51.2368469238281,6.65875409100507,952.5
437.294000148773,51.2365264892578,6.65801177153716,960.12
438.328000068665,51.2359515691208,6.65687561035156,967.74
438.855000019074,51.2354736328125,6.65608174092061,967.74
439.338999986649,51.2348343154131,6.65534973144531,975.36
440.383000135422,51.2341918945313,6.65385478251689,990.6
441.249000072479,51.2335052490234,6.65288976720862,990.6
442.246999979019,51.2326463602357,6.65168762207031,1005.84
443.277000188828,51.2317657470703,6.65058857685811,1021.08
444.333000183106,51.2308773751986,6.64939880371094,1036.32
445.801000118256,51.2293877035885,6.64749145507813,1043.94
447.320000171661,51.2280578613281,6.64606042810389,1074.42
